wavelength_nm,irradiance,irradiance_uncertainty
300.0,0.005032516513500402,7.548774770250602e-05
305.0,0.006022232109047061,9.033348163570592e-05
310.0,0.0071555060840542955,0.00010733259126081443
315.0,0.008444812962726984,0.00012667219444090477
320.0,0.009902679227133712,0.00014854018840700567
325.0,0.011541580969016186,0.00017312371453524278
330.0,0.01337384171324084,0.0002006076256986126
335.0,0.015411531902403712,0.00023117297853605565
340.0,0.01766637141235505,0.00026499557118532573
345.0,0.02014963632936001,0.00030224454494040017
350.0,0.022872071067143916,0.00034308106600715874
355.0,0.02584380674162509,0.00038765710112437636
360.0,0.029074286557580625,0.00043611429836370937
365.0,0.032572198799080146,0.0004885829819862022
370.0,0.03634541785783864,0.0005451812678675795
375.0,0.04040095358361685,0.0006060143037542528
380.0,0.04474490910074224,0.0006711736365111336
385.0,0.04938244710642475,0.0007407367065963711
390.0,0.054317764550977324,0.0008147664682646599
395.0,0.059554075498000604,0.0008933111324700091
400.0,0.06509360187432116,0.0009764040281148174
405.0,0.07093757174489718,0.0010640635761734575
410.0,0.07708622468666626,0.0011562933702999939
415.0,0.08353882378677432,0.001253082356801615
420.0,0.09029367375405209,0.0013544051063107813
425.0,0.09734814460705243,0.0014602221691057864
430.0,0.10469870038646231,0.0015704805057969347
435.0,0.11234093233321962,0.0016851139849982943
440.0,0.12026959597511279,0.0018040439396266917
445.0,0.12847865157303637,0.0019271797735955455
450.0,0.13696130739233295,0.002054419610884994
455.0,0.1457100652838607,0.002185650979257911
460.0,0.15471676808265958,0.0023207515212398935
465.0,0.16397264835848285,0.0024595897253772425
470.0,0.17346837808128754,0.0026020256712193128
475.0,0.1831941187952971,0.0027479117819294565
480.0,0.19313957192687248,0.0028970935789030872
485.0,0.20329402888360154,0.003049410433254023
490.0,0.2136464206342381,0.0032046963095135714
495.0,0.22418536649103446,0.003362780497365517
500.0,0.2348992218472202,0.0035234883277083027
505.0,0.24577612465263304,0.0036866418697894957
510.0,0.2568040404395847,0.0038520606065937705
515.0,0.2679708057386955,0.004019562086080432
520.0,0.27926416975064156,0.0041889625462596235
525.0,0.2906718341643063,0.004360077512464595
530.0,0.3021814910347115,0.004532722365520672
535.0,0.31378085865533767,0.004706712879830065
540.0,0.3254577153788684,0.004881865730683026
545.0,0.3371999313582384,0.005057998970373576
550.0,0.34899549819593695,0.005234932472939054
555.0,0.36083255650406343,0.005412488347560951
560.0,0.37269942139056345,0.005590491320858451
565.0,0.38458460589854737,0.00576876908847821
570.0,0.3964768424356339,0.005947152636534508
575.0,0.4083651022389952,0.0061254765335849275
580.0,0.4202386129292382,0.006303579193938573
585.0,0.4320868742125739,0.0064813031131886086
590.0,0.44389967179595896,0.006658495076939384
595.0,0.45566708958411534,0.006835006343761729
600.0,0.46737952023069207,0.0070106928034603805
605.0,0.4790276741183072,0.0071854151117746075
610.0,0.4906025868439719,0.007359038802659579
615.0,0.5020956252874732,0.007531434379312097
620.0,0.5134984923407606,0.007702477385111409
625.0,0.5248032303763129,0.007872048455644693
630.0,0.5360022235319276,0.008040033352978914
635.0,0.5470881988884145,0.008206322983326218
640.0,0.5580542266153581,0.00837081339923037
645.0,0.5688937191585087,0.008533405787377631
650.0,0.5796004295404363,0.008694006443106545
655.0,0.590168448844024,0.008852526732660359
660.0,0.6005922029460554,0.00900888304419083
665.0,0.6108664485657507,0.00916299672848626
670.0,0.6209862686905406,0.00931479403035811
675.0,0.6309470674387636,0.009464206011581454
680.0,0.6407445644163016,0.009611168466244524
685.0,0.650374788621415,0.009755621829321224
690.0,0.6598340719493853,0.009897511079240778
695.0,0.6691190423457757,0.010036785635186635
700.0,0.6782266166545005,0.010173399249817507
705.0,0.6871539932041694,0.01030730989806254
710.0,0.6958986441735976,0.010438479662603964
715.0,0.7044583077748066,0.010566874616622098
720.0,0.7128309802893426,0.010692464704340137
725.0,0.7210149079913247,0.010815223619869871
730.0,0.7290085789882953,0.010935128684824429
735.0,0.7368107150086884,0.011052160725130326
740.0,0.7444202631625404,0.011166303947438106
745.0,0.7518363877000197,0.011277545815500296
750.0,0.759058461790317,0.011385876926854754
755.0,0.7660860593415608,0.011491290890123412
760.0,0.7729189468805956,0.011593784203208933
765.0,0.7795570755097394,0.01169335613264609
770.0,0.786000572956015,0.011790008594340224
775.0,0.7922497357267818,0.011883746035901727
780.0,0.7983050213842582,0.011974575320763872
785.0,0.8041670409500398,0.012062505614250596
790.0,0.8098365514494261,0.012147548271741391
795.0,0.8153144486041541,0.012229716729062312
800.0,0.8206017596810187,0.01230902639521528
805.0,0.825699636502783,0.012385494547541745
810.0,0.8306093486267928,0.012459140229401892
815.0,0.8353322766958079,0.012529984150437119
820.0,0.8398699059646909,0.012598048589470364
825.0,0.84422382000581,0.01266335730008715
830.0,0.8483956945952982,0.012725935418929472
835.0,0.8523872917816078,0.012785809376724116
840.0,0.8562004541372079,0.012843006812058117
845.0,0.8598370991936953,0.012897556487905429
850.0,0.8632992140600692,0.012949488210901037
855.0,0.8665888502234537,0.012998832753351805
860.0,0.8697081185311243,0.013045621777966863
865.0,0.8726591843523018,0.013089887765284526
870.0,0.8754442629178197,0.013131663943767295
875.0,0.8780656148355005,0.013170984222532506
880.0,0.8805255417787279,0.013207883126680918
885.0,0.8828263823455219,0.013242395735182828
890.0,0.8849705080851632,0.013274557621277447
895.0,0.8869603196892386,0.013304404795338579
900.0,0.8887982433438126,0.013331973650157189
905.0,0.8904867272392871,0.013357300908589307
910.0,0.8920282382343995,0.013380423573515992
915.0,0.8934252586706922,0.013401378880060382
920.0,0.8946802833337331,0.013420204250005995
925.0,0.8957958165572697,0.013436937248359045
930.0,0.8967743694665062,0.013451615541997593
935.0,0.8976184573565745,0.013464276860348618
940.0,0.8983305972023639,0.013474958958035457
945.0,0.8989133052957555,0.013483699579436332
950.0,0.8993690950063926,0.013490536425095888
955.0,0.8997004746620947,0.01349550711993142
960.0,0.899909945545059,0.013498649183175884
965.0,0.9,0.0135
970.0,0.8999731196504832,0.013499596794757247
975.0,0.8998317737196474,0.01349747660579471
980.0,0.8995784174516873,0.01349367626177531
985.0,0.899215490630407,0.013488232359456103
990.0,0.8987454161912997,0.013481181242869494
995.0,0.8981705989236474,0.01347255898385471
1000.0,0.8974934242591657,0.013462401363887485
1005.0,0.8967162571438727,0.01345074385715809
1010.0,0.8958414409898415,0.013437621614847623
1015.0,0.8948712967036524,0.013423069450554785
1020.0,0.893808121788371,0.013407121826825564
1025.0,0.8926541895160096,0.013389812842740144
1030.0,0.8914117481674897,0.013371176222512346
1035.0,0.8900830203371788,0.013351245305057682
1040.0,0.8886702022992091,0.013330053034488136
1045.0,0.887175463432808,0.013307631951492118
1050.0,0.8856009457039948,0.013284014185559922
1055.0,0.8839487632010655,0.013259231448015982
1060.0,0.8822210017213443,0.013233315025820164
1065.0,0.8804197184068066,0.013206295776102097
1070.0,0.8785469414261972,0.013178204121392957
1075.0,0.8766046697014106,0.013149070045521159
1080.0,0.874594872675919,0.013118923090138785
1085.0,0.872519490123136,0.01308779235184704
1090.0,0.8703804319926882,0.013055706479890322
1095.0,0.8681795782926045,0.013022693674389067
1100.0,0.865918779005542,0.01298878168508313
1105.0,0.8635998540372155,0.012953997810558232
1110.0,0.8612245931952581,0.012918368897928871
1115.0,0.8587947561968442,0.012881921342952662
1120.0,0.8563120727034145,0.012844681090551216
1125.0,0.8537782423809657,0.012806673635714484
1130.0,0.8511949349843821,0.012767924024765731
1135.0,0.8485637904643744,0.012728456856965616
1140.0,0.845886419095636,0.01268829628643454
1145.0,0.843164401624895,0.012647466024373425
1150.0,0.8403992894375717,0.012605989341563576
1155.0,0.8375926047418499,0.012563889071127748
1160.0,0.8347458407689615,0.012521187611534422
1165.0,0.8318604619885939,0.012477906929828907
1170.0,0.8289379043383364,0.012434068565075045
1175.0,0.8259795754661442,0.012389693631992162
1180.0,0.8229868549848556,0.012344802824772834
1185.0,0.8199610947378144,0.012299416421067216
1190.0,0.8169036190747218,0.012253554286120827
1195.0,0.8138157251368593,0.012207235877052889
1200.0,0.8106986831508846,0.012160480247263268
1205.0,0.8075537367304195,0.012113306050956292
1210.0,0.8043821031847036,0.012065731547770554
1215.0,0.8011849738336174,0.01201777460750426
1220.0,0.7979635143284037,0.011969452714926056
1225.0,0.7947188649774677,0.011920782974662016
1230.0,0.7914521410766465,0.011871782116149697
1235.0,0.7881644332433891,0.011822466498650836
1240.0,0.7848568077543038,0.011772852116314556
1245.0,0.7815303068855622,0.011722954603283433
1250.0,0.7781859492556816,0.011672789238835224
1255.0,0.7748247301702204,0.011622370952553305
1260.0,0.7714476219679623,0.011571714329519435
1265.0,0.7680555743681785,0.011520833615522677
1270.0,0.7646495148185775,0.011469742722278662
1275.0,0.7612303488435882,0.011418455232653823
1280.0,0.7577989603926326,0.011366984405889489
1285.0,0.754356212188051,0.011315343182820766
1290.0,0.7509029460724054,0.01126354419108608
1295.0,0.7474399833548491,0.011211599750322735
1300.0,0.7439681251563143,0.011159521877344713
1305.0,0.7404881527532602,0.011107322291298903
1310.0,0.7370008279197494,0.01105501241879624
1315.0,0.7335068932676373,0.011002603399014559
1320.0,0.730007072584669,0.010950106088770034
1325.0,0.7265020711702925,0.010897531067554388
1330.0,0.7229925761690208,0.010844888642535312
1335.0,0.719479256901168,0.01079218885351752
1340.0,0.7159627651908202,0.010739441477862304
1345.0,0.7124437356908924,0.010686656035363385
1350.0,0.7089227862051545,0.010633841793077317
1355.0,0.7054005180070958,0.010581007770106437
1360.0,0.7018775161555295,0.010528162742332942
1365.0,0.6983543498068396,0.010475315247102594
1370.0,0.6948315725237731,0.010422473587856597
1375.0,0.6913097225807081,0.010369645838710622
1380.0,0.6877893232653145,0.010316839848979718
1385.0,0.684270883176552,0.01026406324764828
1390.0,0.680754896518946,0.010211323447784191
1395.0,0.6772418433930802,0.010158627650896203
1400.0,0.6737321900822866,0.010105982851234298
1405.0,0.6702263893354646,0.010053395840031969
1410.0,0.6667248806460246,0.01000087320969037
1415.0,0.6632280905269154,0.009948421357903732
