wavelength_nm,sr_value,sr_uncertainty
300.0,0.0005719573183866111,6.067261913811513e-06
305.0,0.0007978295676564643,8.558818330753045e-06
310.0,0.0011126804204856485,1.2255043904966658e-05
315.0,0.0015513530857036036,1.7704367484576184e-05
320.0,0.0021621387992217835,2.5870502014673244e-05
325.0,0.003011782915928185,3.834523655018043e-05
330.0,0.0041921817052800086,5.781540233580348e-05
335.0,0.005829177388813142,8.889629276405938e-05
340.0,0.008093794482941202,0.00013960824650571753
345.0,0.011215991991201317,0.00022394591374994487
350.0,0.015500338049795026,0.0003662054851842547
355.0,0.021341642929905053,0.000607887855652588
360.0,0.029236126107898833,0.0010177532353088728
365.0,0.03977985474317629,0.0017042085132184127
370.0,0.0536413149099529,0.0028254184228080717
375.0,0.07149109719641182,0.004585377749072273
380.0,0.09387383729672023,0.007195783843898963
385.0,0.1210236396164978,0.010783868588625612
390.0,0.15265963405538227,0.01525320641261078
395.0,0.18784340709195838,0.020164099876067418
400.0,0.225,0.024749999996972274
405.0,0.2621565929080416,0.02814126832771658
410.0,0.29734036594461777,0.0297091893650755
415.0,0.3289763603835022,0.029313594024951296
420.0,0.3561261627032798,0.027298414145679423
425.0,0.37850890280358823,0.02427723687010978
430.0,0.39635868509004707,0.020877175229081
435.0,0.41022014525682376,0.017574238728468344
440.0,0.4207638738921012,0.014647419168132659
445.0,0.42865835707009503,0.012209753969867445
450.0,0.434499661950205,0.010265334795002932
455.0,0.4387840080087987,0.008761051692037522
460.0,0.44190620551705884,0.007622351988583339
465.0,0.44417082261118684,0.006773706965904576
470.0,0.44580781829472,0.0061482445636107394
475.0,0.4469882170840719,0.005690937692947873
480.0,0.44783786120077823,0.005358485909698132
485.0,0.44844864691429637,0.005117790215585112
490.0,0.4488873195795144,0.004944037576781196
495.0,0.4492021704323435,0.004818873511799753
500.0,0.4494280426816134,0.004728846606775565
505.0,0.44959002696251976,0.004664162857391676
510.0,0.4497061655981013,0.004617724012936235
515.0,0.44978941947346524,0.004584402371056867
520.0,0.4498490924412901,0.00456050233675332
525.0,0.4498918597292315,0.004543364863277822
530.0,0.4499225088312965,0.004531078981972535
535.0,0.44994447244080615,0.004522272504255
540.0,0.4499602113734915,0.004515960713425602
545.0,0.44997148948871263,0.004511437258109766
550.0,0.4499795709590838,0.004508195619357944
555.0,0.44998536176416093,0.004505872657052684
560.0,0.44998951114897123,0.004504208065455882
565.0,0.4499924843601683,0.004503015273706457
570.0,0.44999461478324604,0.004502160570392454
575.0,0.44999614131049154,0.004501548132955493
580.0,0.44999723512142864,0.004501109294268837
585.0,0.4499980188744829,0.004500794848457424
590.0,0.449998580459765,0.004500569536056127
595.0,0.4499989828540648,0.004500408091571379
600.0,0.4499992711826224,0.00450029241098116
605.0,0.44999947777928845,0.004500209521927497
610.0,0.4499996258123846,0.004500150129177017
615.0,0.44999973188279235,0.004500107572335397
620.0,0.44999980788559063,0.0045000770789864536
625.0,0.44999986234398986,0.004500055229526737
630.0,0.4499999013651448,0.004500039573693762
635.0,0.4499999293250259,0.0045000283557930475
640.0,0.4499999493591555,0.004500020317812018
645.0,0.44999996371423345,0.0045000145583437194
650.0,0.44999997400009106,0.004500010431501221
655.0,0.44999998137022224,0.004500007474485594
660.0,0.4499999866511409,0.004500005355686347
665.0,0.44999999043506866,0.004500003837493604
670.0,0.4499999931463495,0.004500002749651667
675.0,0.4499999950890363,0.00450000197016584
680.0,0.4499999964809894,0.004500001411621696
685.0,0.4499999974783073,0.004500001011382147
690.0,0.4499999981928334,0.0045000007245627836
695.0,0.4499999987046969,0.004500000518998606
700.0,0.4499999990713005,0.004500000371636839
705.0,0.4499999993337561,0.004500000265951793
710.0,0.4499999995214968,0.00450000019009153
715.0,0.4499999996555761,0.004500000135548862
720.0,0.44999999975103055,0.004500000096207266
725.0,0.44999999981856464,0.004500000067654616
730.0,0.4499999998657519,0.0045000000466891
735.0,0.4499999998978842,0.004500000030959357
740.0,0.44999999991856465,0.004500000018701496
745.0,0.44999999993011275,0.004500000008540985
750.0,0.4499999999338234,0.004499999999338234
755.0,0.44999999993011275,0.004500000008540985
760.0,0.44999999991856465,0.004500000018701496
765.0,0.4499999998978842,0.004500000030959357
770.0,0.4499999998657519,0.0045000000466891
775.0,0.44999999981856464,0.004500000067654616
780.0,0.44999999975103055,0.004500000096207266
785.0,0.4499999996555761,0.004500000135548862
790.0,0.4499999995214968,0.00450000019009153
795.0,0.4499999993337561,0.004500000265951793
800.0,0.4499999990713005,0.004500000371636839
805.0,0.4499999987046969,0.004500000518998606
810.0,0.4499999981928334,0.0045000007245627836
815.0,0.4499999974783073,0.004500001011382147
820.0,0.4499999964809894,0.004500001411621696
825.0,0.4499999950890363,0.00450000197016584
830.0,0.4499999931463495,0.004500002749651667
835.0,0.44999999043506866,0.004500003837493604
840.0,0.4499999866511409,0.004500005355686313
845.0,0.4499999813702223,0.004500007474485594
850.0,0.44999997400009106,0.0045000104315012545
855.0,0.44999996371423345,0.0045000145583437194
860.0,0.4499999493591555,0.004500020317812018
865.0,0.4499999293250259,0.0045000283557930475
870.0,0.4499999013651448,0.004500039573693762
875.0,0.44999986234398986,0.004500055229526737
880.0,0.44999980788559063,0.0045000770789864536
885.0,0.44999973188279235,0.004500107572335397
890.0,0.4499996258123846,0.004500150129177017
895.0,0.44999947777928845,0.004500209521927497
900.0,0.4499992711826224,0.00450029241098116
905.0,0.4499989828540648,0.004500408091571379
910.0,0.449998580459765,0.004500569536056127
915.0,0.4499980188744829,0.004500794848457424
920.0,0.44999723512142864,0.004501109294268837
925.0,0.44999614131049154,0.004501548132955493
930.0,0.44999461478324604,0.004502160570392454
935.0,0.4499924843601683,0.004503015273706457
940.0,0.44998951114897123,0.004504208065455882
945.0,0.44998536176416093,0.004505872657052684
950.0,0.4499795709590838,0.004508195619357944
955.0,0.44997148948871263,0.004511437258109766
960.0,0.4499602113734915,0.004515960713425602
965.0,0.44994447244080615,0.004522272504255
970.0,0.4499225088312965,0.004531078981972535
975.0,0.4498918597292315,0.004543364863277822
980.0,0.4498490924412901,0.00456050233675332
985.0,0.44978941947346524,0.004584402371056867
990.0,0.4497061655981013,0.004617724012936235
995.0,0.44959002696251976,0.004664162857391676
1000.0,0.4494280426816134,0.004728846606775565
1005.0,0.4492021704323435,0.004818873511799753
1010.0,0.4488873195795144,0.004944037576781196
1015.0,0.44844864691429637,0.005117790215585112
1020.0,0.44783786120077823,0.005358485909698132
1025.0,0.4469882170840719,0.005690937692947873
1030.0,0.44580781829472,0.0061482445636107394
1035.0,0.44417082261118684,0.006773706965904576
1040.0,0.44190620551705884,0.007622351988583339
1045.0,0.4387840080087987,0.008761051692037522
1050.0,0.434499661950205,0.010265334795002932
1055.0,0.42865835707009503,0.012209753969867445
1060.0,0.4207638738921012,0.014647419168132659
1065.0,0.41022014525682376,0.017574238728468344
1070.0,0.39635868509004707,0.020877175229081
1075.0,0.37850890280358823,0.02427723687010978
1080.0,0.3561261627032798,0.027298414145679423
1085.0,0.3289763603835022,0.029313594024951296
1090.0,0.29734036594461777,0.0297091893650755
1095.0,0.2621565929080416,0.02814126832771658
1100.0,0.225,0.024749999996972274
1105.0,0.18784340709195838,0.020164099876067418
1110.0,0.15265963405538227,0.01525320641261078
1115.0,0.1210236396164978,0.010783868588625612
1120.0,0.09387383729672023,0.007195783843898963
1125.0,0.07149109719641182,0.004585377749072273
1130.0,0.0536413149099529,0.0028254184228080717
1135.0,0.03977985474317629,0.0017042085132184127
1140.0,0.029236126107898833,0.0010177532353088728
1145.0,0.021341642929905053,0.000607887855652588
1150.0,0.015500338049795026,0.0003662054851842547
1155.0,0.011215991991201317,0.00022394591374994487
1160.0,0.008093794482941202,0.00013960824650571753
1165.0,0.005829177388813142,8.889629276405938e-05
1170.0,0.0041921817052800086,5.781540233580348e-05
1175.0,0.003011782915928185,3.834523655018043e-05
1180.0,0.0021621387992217835,2.5870502014673244e-05
1185.0,0.0015513530857036036,1.7704367484576184e-05
1190.0,0.0011126804204856485,1.2255043904966658e-05
1195.0,0.0007978295676564643,8.558818330753045e-06
1200.0,0.0005719573183866111,6.018090033133577e-06
1205.0,0.0004099730374802904,4.253165994064702e-06
1210.0,0.00029383440189871156,3.0171838352935516e-06
1215.0,0.00021058052653482088,2.146306301012451e-06
1220.0,0.00015090755870991515,1.5298780984428198e-06
1225.0,0.00010814027076851682,1.092086233368907e-06
1230.0,7.749116870356171e-05,7.803979550017482e-07
1235.0,5.552755919380428e-05,5.580927637766873e-07
1240.0,3.978862650852229e-05,3.993328067945577e-07
1245.0,2.8510511287426127e-05,2.858478500849153e-07
1250.0,2.0429040916095477e-05,2.0467176447439625e-07
1255.0,1.4638235838993074e-05,1.4657816057798066e-07
1260.0,1.0488851028632158e-05,1.0498904136654343e-07
1265.0,7.515639831642832e-06,7.520801375535206e-08
1270.0,5.385216753761718e-06,5.387866817802264e-08
1275.0,3.858689508174985e-06,3.860050110784241e-08
1280.0,2.764878570996623e-06,2.7655771329528135e-08
1285.0,1.9811255165425074e-06,1.981484172153559e-08
1290.0,1.4195402343247528e-06,1.41972437497048e-08
1295.0,1.0171459340566086e-06,1.0172404752795345e-08
1300.0,7.288173761503898e-07,7.288659153294836e-09
1305.0,5.222207094557298e-07,5.222456303368272e-09
1310.0,3.7418761244885945e-07,3.7420040726893534e-09
1315.0,2.681172035469435e-07,2.6812377263142426e-09
1320.0,1.921144036920684e-07,1.9211777637426996e-09
1325.0,1.3765600211653112e-07,1.3765773370996262e-09
1330.0,9.863484415789892e-08,9.863573318784978e-10
1335.0,7.067495854395434e-08,7.067541498723871e-10
1340.0,5.064082292479275e-08,5.064105727062128e-10
1345.0,3.6285736376359046e-08,3.6285856693531136e-10
1350.0,2.5999866835179176e-08,2.5999928608079434e-10
1355.0,1.862971896327449e-08,1.8629750678540589e-10
1360.0,1.3348777101030056e-08,1.3348793384191204e-10
1365.0,9.564816831187068e-09,9.564825191240972e-11
1370.0,6.853490780742157e-09,6.853495072937028e-11
1375.0,4.910740752331325e-09,4.910742956017679e-11
1380.0,3.5186995180409052e-09,3.518700649451216e-11
1385.0,2.5212583827656733e-09,2.5212589636510994e-11
1390.0,1.806560576167453e-09,1.8065608744039765e-11
1395.0,1.2944572187453038e-09,1.2944573718650409e-11
1400.0,9.275191281855917e-10,9.275192067998863e-12
1405.0,6.645964968893867e-10,6.645965372513113e-12
1410.0,4.762041991182631e-10,4.762042198407661e-12
1415.0,3.412152189973073e-10,3.4121522963659515e-12
1420.0,2.4449138810841484e-10,2.4449139357080737e-12
1425.0,1.7518573477230783e-10,1.7518573757679367e-12
1430.0,1.2552606414408652e-10,1.2552606558395755e-12
1435.0,8.994335525944403e-11,8.994335599869847e-13
1440.0,6.444723022510464e-11,6.444723060465053e-13
1445.0,4.6178458337919724e-11,4.617845853278509e-13
1450.0,3.30883112741093e-11,3.308831137415651e-13
1455.0,2.3708811042405143e-11,2.370881109377109e-13
1460.0,1.698810544861462e-11,1.6988105474986778e-13
1465.0,1.2172509461391839e-11,1.2172509474931756e-13
1470.0,8.721984157409801e-12,8.721984164361427e-14
1475.0,6.249574739147015e-12,6.249574742716099e-14
1480.0,4.4780159783874925e-12,4.4780159802199214e-14
1485.0,3.2086386577734027e-12,3.208638658714203e-14
1490.0,2.2990900626167497e-12,2.2990900630997725e-14
1495.0,1.6473700156963427e-12,1.647370015944335e-14
1500.0,1.1803921963480863e-12,1.1803921964754099e-14
1505.0,8.457879674409979e-13,8.457879675063679e-15
1510.0,6.060335607783631e-13,6.060335608119253e-15
1515.0,4.3424202155638545e-13,4.342420215736168e-15
1520.0,3.1114800481209403e-13,3.111480048209409e-15
1525.0,2.2294728767047337e-13,2.229472876750155e-15
1530.0,1.5974871222341793e-13,1.5974871222574996e-15
1535.0,1.1446495413193243e-13,1.1446495413312973e-15
1540.0,8.201772359892822e-14,8.201772359954293e-16
1545.0,5.876826698062174e-14,5.876826698093735e-16
1550.0,4.210930335977684e-14,4.210930335993888e-16
1555.0,3.017263432373101e-14,3.0172634323814197e-16
1560.0,2.1619637215447032e-14,2.1619637215489747e-16
1565.0,1.5491146988114363e-14,1.549114698813629e-16
1570.0,1.1099891853684913e-14,1.1099891853696172e-16
1575.0,7.953420057148216e-15,7.953420057153997e-17
1580.0,5.698874497092307e-15,5.698874497095276e-17
1585.0,4.0834220121971e-15,4.0834220121986234e-17
1590.0,2.925899726025469e-15,2.925899726026251e-17
1595.0,2.0964987652965193e-15,2.096498765296921e-17
1600.0,1.5022070079142444e-15,1.5022070079144506e-17
1605.0,1.0763783561339302e-15,1.0763783561340361e-17
1610.0,7.712587941939045e-16,7.712587941939589e-18
1615.0,5.526310745953178e-16,5.526310745953457e-18
1620.0,3.959774681435866e-16,3.9597746814360095e-18
1625.0,2.8373025420661437e-16,2.837302542066217e-18
1630.0,2.0330161089609932e-16,2.033016108961031e-18
1635.0,1.456719696971453e-16,1.4567196969714726e-18
1640.0,1.0437852736096062e-16,1.043785273609616e-18
1645.0,7.479048300571103e-17,7.479048300571154e-19
1650.0,5.358972280652911e-17,5.358972280652937e-19
1655.0,3.8398714315848297e-17,3.839871431584843e-19
1660.0,2.751388109308324e-17,2.751388109308331e-19
1665.0,1.9714557278598428e-17,1.9714557278598462e-19
1670.0,1.4126097564216132e-17,1.412609756421615e-19
1675.0,1.0121791200980975e-17,1.0121791200980984e-19
1680.0,7.25258031459318e-18,7.252580314593186e-20
1685.0,5.1967008778571036e-18,5.1967008778571064e-20
1690.0,3.723598890670903e-18,3.7235988906709044e-20
1695.0,2.6680751931835423e-18,2.6680751931835428e-20
1700.0,1.9117594148812152e-18,1.9117594148812155e-20
1705.0,1.3698354790466143e-18,1.3698354790466146e-20
1710.0,9.815300110717496e-19,9.815300110717497e-21
1715.0,7.03296985200745e-19,7.03296985200745e-21
1720.0,5.039343105284835e-19,5.0393431052848346e-21
1725.0,3.6108471196607484e-19,3.6108471196607485e-21
1730.0,2.587285018932102e-19,2.587285018932102e-21
