wavelength_nm,irradiance,irradiance_uncertainty
300.0,0.971040554464149,0.014565608316962235
305.0,1.009888335364179,0.015148325030462685
310.0,1.0477040961190436,0.015715561441785653
315.0,1.0844210050255805,0.016266315075383706
320.0,1.1199837874733736,0.016799756812100605
325.0,1.1543481121939916,0.017315221682909873
330.0,1.1874799207083029,0.01781219881062454
335.0,1.2193547176470498,0.018290320764705745
340.0,1.2499568374232644,0.018749352561348964
345.0,1.2792787006335797,0.019189180509503696
350.0,1.3073200715881619,0.019609801073822427
355.0,1.3340873265345765,0.020011309898018647
360.0,1.3595927404604118,0.020393891106906176
365.0,1.3838537988375526,0.020757806982563288
370.0,1.406892539307562,0.02110338808961343
375.0,1.4287349270984886,0.021431023906477328
380.0,1.4494102669024624,0.021741154003536937
385.0,1.4689506530218255,0.02203425979532738
390.0,1.4873904587997848,0.02231085688199677
395.0,1.504765865679516,0.022571487985192738
400.0,1.5211144316721628,0.02281671647508244
405.0,1.5364746985491502,0.023047120478237253
410.0,1.5508858366969838,0.023263287550454755
415.0,1.5643873262733234,0.02346580989409985
420.0,1.5770186730723426,0.023655280096085137
425.0,1.5888191573362946,0.02383228736004442
430.0,1.5998276136307188,0.02399741420446078
435.0,1.610082239825481,0.024151233597382214
440.0,1.619620433186054,0.02429430649779081
445.0,1.6284786515730363,0.024427179773595542
450.0,1.636692297767532,0.02455038446651298
455.0,1.6442956249807454,0.02466443437471118
460.0,1.651321661663916,0.024769824924958737
465.0,1.6578021538056085,0.024867032307084126
470.0,1.6637675229844051,0.024956512844766077
475.0,1.6692468385332337,0.025038702577998506
480.0,1.6742678022646909,0.02511401703397036
485.0,1.6788567443027091,0.025182851164540637
490.0,1.683038628663091,0.025245579429946364
495.0,1.6868370673224307,0.02530255600983646
500.0,1.6902743416105057,0.025354115124157584
505.0,1.6933714298547395,0.025400571447821093
510.0,1.6961480402955336,0.025442220604433
515.0,1.698622648378243,0.025479339725673643
520.0,1.7008125376103465,0.025512188064155197
525.0,1.702733843251007,0.025541007648765105
530.0,1.7044015981743166,0.02556602397261475
535.0,1.7058297803172375,0.02558744670475856
540.0,1.7070313611881387,0.02560547041782208
545.0,1.7080183549724433,0.025620275324586647
550.0,1.7088018678278567,0.02563202801741785
555.0,1.7093921470133266,0.0256408822051999
560.0,1.7097986295434147,0.025646979443151217
565.0,1.7100299901031908,0.025650449851547862
570.0,1.710094187998373,0.025651412819975596
575.0,1.7099985129514728,0.025649977694272092
580.0,1.709749629587211,0.025646244443808162
585.0,1.7093536204798778,0.025640304307198165
590.0,1.7088160276615758,0.025632240414923638
595.0,1.7081418925138663,0.02562212838770799
600.0,1.707335793986239,0.025610036909793583
605.0,1.7064018851033849,0.02559602827655077
610.0,1.7053439277395106,0.02558015891609266
615.0,1.7041653256522964,0.025562479884784446
620.0,1.7028691557814446,0.02554303733672167
625.0,1.70145819782755,0.02552187296741325
630.0,1.6999349621361892,0.025499024432042838
635.0,1.6983017159199174,0.02547452573879876
640.0,1.6965605078574153,0.02544840761786123
645.0,1.6947131911144049,0.025420697866716073
650.0,1.6927614448353485,0.025391421672530227
655.0,1.6907067941584164,0.025360601912376244
660.0,1.6885506288088794,0.02532825943213319
665.0,1.6862942203280422,0.025294413304920632
670.0,1.6839387379961268,0.025259081069941902
675.0,1.681485263508308,0.02522227895262462
680.0,1.6789348044633874,0.02518402206695081
685.0,1.6762883067244139,0.025144324600866207
690.0,1.6735466657101319,0.025103199985651976
695.0,1.670710736675252,0.02506066105012878
700.0,1.6677813440365385,0.025016720160548078
705.0,1.6647592898003718,0.024971389347005577
710.0,1.6616453611459958,0.024924680417189937
715.0,1.6584403372170526,0.02487660505825579
720.0,1.6551449951722574,0.02482717492758386
725.0,1.6517601155442532,0.024776401733163797
730.0,1.6482864869538054,0.02472429730430708
735.0,1.6447249102245531,0.024670873653368296
740.0,1.641076201941571,0.024616143029123565
745.0,1.6373411974950587,0.024560117962425878
750.0,1.6335207536484653,0.02450281130472698
755.0,1.6296157506684406,0.02444423626002661
760.0,1.6256270940520627,0.02438440641078094
765.0,1.6215557158848972,0.024323335738273458
770.0,1.6174025758616173,0.024261038637924257
775.0,1.6131686619990733,0.024197529929986097
780.0,1.6088549910706227,0.02413282486605934
785.0,1.6044626091413203,0.024066939137119804
790.0,1.5999926814433683,0.023999890221650524
795.0,1.5954568036854866,0.0239318520552823
800.0,1.5914028007888241,0.02387104201183236
805.0,1.6003697459190929,0.024005546188786392
810.0,1.741821469899124,0.02612732204848686
815.0,2.4042767850641837,0.036064151775962755
820.0,3.5278425497163117,0.05291763824574467
825.0,3.7098334291904127,0.05564750143785619
830.0,2.8925007254674657,0.04338751088201198
835.0,3.049224632605714,0.04573836948908571
