wavelength_nm,sr_value,sr_uncertainty
300.0,6.337448764101037e-05,3.3414703900835933e-07
305.0,0.0001183828454052308,6.381797146780865e-07
310.0,0.00022111145476943984,1.2668985679865065e-06
315.0,0.0004128924147019278,2.6266799011040597e-06
320.0,0.0007706938653309903,5.809831952163536e-06
325.0,0.0014374410325680362,1.3976888891248894e-05
330.0,0.0026771403697139423,3.6834597133245465e-05
335.0,0.0049726603412743285,0.00010511580820072924
340.0,0.009190947964010246,0.00031608229238637485
345.0,0.016835091166247537,0.0009664595446757767
350.0,0.03034327200849742,0.002884523201651769
355.0,0.053185696079131706,0.008005909427691893
360.0,0.08908005553012355,0.01948628094869751
365.0,0.1394580541335783,0.0390228166418199
370.0,0.2,0.060999999995044754
375.0,0.2605419458664217,0.07290421943869888
380.0,0.3109199444698765,0.06801380347640917
385.0,0.34681430392086826,0.05220508727172436
390.0,0.36965672799150257,0.035140686483631625
395.0,0.3831649088337523,0.021996517848958036
400.0,0.3908090520359895,0.01344016107332856
405.0,0.3950273396587252,0.008350382937871666
410.0,0.39732285963028524,0.005466738924814482
415.0,0.3985625589674303,0.003875403913400309
420.0,0.3992293061346659,0.0030095674603845862
425.0,0.39958710758529237,0.002542036101557365
430.0,0.39977888854521987,0.002290606345719027
435.0,0.39988161715457476,0.0021556867928291903
440.0,0.3999366255123217,0.0020833722586356294
445.0,0.3999660755832407,0.002044637168965881
450.0,0.39998184085238847,0.0020238957686628738
455.0,0.39999027990345865,0.002012791403988284
460.0,0.39999479714815744,0.002006847008617026
465.0,0.39999721509664804,0.0020036650144125696
470.0,0.39999850934269476,0.0020019617610059185
475.0,0.39999920210513795,0.0020010500583913615
480.0,0.3999995729132968,0.0020005620522768404
485.0,0.3999997713894428,0.002000300835594694
490.0,0.3999998776197198,0.0020001610074910385
495.0,0.3999999344687012,0.0020000861468685255
500.0,0.3999999648753343,0.0020000460470776826
505.0,0.39999998110890966,0.0020000245276035355
510.0,0.3999999897197915,0.0020000129051932036
515.0,0.3999999941825338,0.00200000649012211
520.0,0.39999999629788535,0.0020000026938627492
525.0,0.39999999691940646,0.0019999999845970876
530.0,0.3999999962978853,0.002000002693862749
535.0,0.3999999941825338,0.0020000064901219998
540.0,0.39999998971979156,0.0020000129051932036
545.0,0.39999998110890966,0.00200002452760359
550.0,0.3999999648753343,0.002000046047077628
555.0,0.39999993446870125,0.002000086146868581
560.0,0.3999998776197197,0.002000161007491148
565.0,0.39999977138944276,0.0020003008355946937
570.0,0.39999957291329674,0.0020005620522767853
575.0,0.39999920210513795,0.0020010500583913064
580.0,0.39999850934269476,0.002001961761005864
585.0,0.3999972150966481,0.00200366501441257
590.0,0.39999479714815744,0.002006847008617026
595.0,0.3999902799034587,0.0020127914039883396
600.0,0.3999818408523884,0.002023895768662929
605.0,0.3999660755832407,0.002044637168965881
610.0,0.3999366255123216,0.0020833722586356845
615.0,0.3998816171545747,0.00215568679282919
620.0,0.3997788885452198,0.002290606345718972
625.0,0.39958710758529237,0.0025420361015572553
630.0,0.39922930613466595,0.0030095674603845867
635.0,0.3985625589674303,0.0038754039134003635
640.0,0.39732285963028524,0.005466738924814482
645.0,0.3950273396587252,0.008350382937871666
650.0,0.3908090520359895,0.01344016107332856
655.0,0.3831649088337523,0.021996517848958036
660.0,0.36965672799150257,0.035140686483631625
665.0,0.34681430392086826,0.05220508727172436
670.0,0.3109199444698765,0.06801380347640917
675.0,0.2605419458664217,0.07290421943869888
680.0,0.2,0.060999999995044754
685.0,0.1394580541335783,0.0390228166418199
690.0,0.08908005553012355,0.01948628094869751
695.0,0.053185696079131706,0.008005909427691893
700.0,0.03034327200849742,0.002884523201651769
705.0,0.016835091166247537,0.0009664595446757767
710.0,0.009190947964010246,0.00031608229238637485
715.0,0.0049726603412743285,0.00010511580820072924
720.0,0.0026771403697139423,3.6834597133245465e-05
725.0,0.0014374410325680362,1.3976888891248894e-05
730.0,0.0007706938653309903,5.809831952163536e-06
735.0,0.0004128924147019278,2.6266799011040597e-06
740.0,0.00022111145476943984,1.2668985679865065e-06
745.0,0.0001183828454052308,6.381797146780865e-07
750.0,6.337448764101037e-05,3.301339288206561e-07
755.0,3.3924416689432303e-05,1.7342251639889023e-07
760.0,1.815914748097376e-05,9.188472575175161e-08
765.0,9.720096297311842e-06,4.891250427641474e-08
770.0,5.2028513865904135e-06,2.6103656395122384e-08
775.0,2.7849025000553476e-06,1.3950126401997426e-08
780.0,1.4906557136746244e-06,7.460617154898007e-09
785.0,7.978918886108228e-07,3.991561995689289e-09
790.0,4.270811480176588e-07,2.1360081334045585e-09
795.0,2.2860017881348981e-07,1.1431734829336282e-09
800.0,1.223608907702499e-07,6.118539014339934e-10
805.0,6.549507449961879e-08,3.274895394745981e-10
810.0,3.505698980529294e-08,1.7528900793424133e-10
815.0,1.8764655207056915e-08,9.38244389319938e-11
820.0,1.0043996370771263e-08,5.0220315029366485e-11
825.0,5.376163908196161e-09,2.6880914997366454e-11
830.0,2.8776531914279336e-09,1.4388293305852631e-11
835.0,1.5402967631757614e-09,7.701491651416348e-12
840.0,8.244614472760815e-10,4.1223094812995124e-12
845.0,4.4130241245055203e-10,2.2065127054328544e-12
850.0,2.362121598182711e-10,1.181060983365538e-12
855.0,1.26435258132583e-10,6.321763434583523e-13
860.0,6.767591689315514e-11,3.383795995919218e-13
865.0,3.622430795541097e-11,1.8112154411076825e-13
870.0,1.9389474824141144e-11,9.69473753623354e-14
875.0,1.0378437992836587e-11,5.18921903199158e-14
880.0,5.555177545908458e-12,2.7775887831461462e-14
885.0,2.9734722689187717e-12,1.4867361373794188e-14
890.0,1.5915850143285632e-12,7.957925080008852e-15
895.0,8.519140683804997e-13,4.259570344299408e-15
900.0,4.559967412172224e-13,2.279983706772838e-15
905.0,2.4407746710406407e-13,1.2203873357170706e-15
910.0,1.3064525371145522e-13,6.53226268613646e-16
915.0,6.992936513083005e-14,3.496468256703005e-16
920.0,3.74304918753572e-14,1.8715245938141311e-16
925.0,2.0035098551373025e-14,1.0017549275819082e-16
930.0,1.0724015471126926e-14,5.362007735601445e-17
935.0,5.740151840535222e-15,2.870075920278493e-17
940.0,3.0724818740808144e-15,1.536240937043525e-17
945.0,1.644581037019207e-15,8.222905185104968e-18
950.0,8.802807951901447e-16,4.401403975953283e-18
955.0,4.7118035593131e-16,2.3559017796572833e-18
960.0,2.522046704058794e-16,1.2610233520296071e-18
965.0,1.3499543216061218e-16,6.749771608031211e-19
970.0,7.225784786182773e-17,3.6128923930915585e-19
975.0,3.8676838868229767e-17,1.9338419434115376e-19
980.0,2.0702220023207478e-17,1.035111001160388e-19
985.0,1.1081099863136477e-17,5.540549931568279e-20
990.0,5.931285342304017e-18,2.96564267115202e-20
995.0,3.1747882652753965e-18,1.5873941326377014e-20
1000.0,1.6993417021166356e-18,8.496708510583188e-21
1005.0,9.095920670168427e-19,4.547960335084216e-21
1010.0,4.868695491609764e-19,2.4343477458048826e-21
1015.0,2.6060249038630094e-19,1.303012451931505e-21
1020.0,1.394904612797779e-19,6.974523063988895e-22
1025.0,7.466386356938679e-20,3.7331931784693396e-22
1030.0,3.9964686272896974e-20,1.9982343136448488e-22
1035.0,2.1391555064744116e-20,1.0695777532372058e-22
1040.0,1.1450074322197575e-20,5.725037161098788e-23
1045.0,6.128783138348082e-21,3.064391569174041e-23
1050.0,3.2805012177152954e-21,1.6402506088576477e-23
1055.0,1.755925768052576e-21,8.779628840262879e-24
1060.0,9.398793349811268e-22,4.6993966749056344e-24
1065.0,5.030811554774765e-22,2.5154057773873825e-24
1070.0,2.6927993794185833e-22,1.3463996897092916e-24
1075.0,1.4413516425426413e-22,7.206758212713207e-25
1080.0,7.714999391855673e-23,3.8574996959278367e-25
1085.0,4.1295415955078075e-23,2.0647707977539039e-25
1090.0,2.2103843335400993e-23,1.1051921667700496e-25
1095.0,1.1831334759466698e-23,5.915667379733349e-26
1100.0,6.332857144638527e-24,3.166428572319264e-26
1105.0,3.389734161845913e-24,1.6948670809229566e-26
1110.0,1.814393949769265e-24,9.071969748846326e-27
1115.0,9.7117509744971e-25,4.85587548724855e-27
1120.0,5.198325700030012e-25,2.5991628500150062e-27
1125.0,2.7824632401050443e-25,1.3912316200525222e-27
1130.0,1.4893452487002044e-25,7.446726243501022e-28
1135.0,7.97189065377242e-26,3.9859453268862103e-28
1140.0,4.2670455793354124e-26,2.133522789667706e-28
1145.0,2.283984912350716e-26,1.1419924561753579e-28
1150.0,1.2225290269006648e-26,6.112645134503324e-29
1155.0,6.543726333447807e-27,3.271863166723904e-29
1160.0,3.502604305078608e-27,1.751302152539304e-29
1165.0,1.874808983873141e-27,9.374044919365705e-30
1170.0,1.003512934908174e-27,5.0175646745408705e-30
1175.0,5.3714176707623365e-28,2.6857088353811682e-30
1180.0,2.8751126956243957e-28,1.4375563478121979e-30
1185.0,1.5389369286129987e-28,7.694684643064994e-31
1190.0,8.237335788100209e-29,4.118667894050104e-31
1195.0,4.409128121129121e-29,2.2045640605645603e-31
