wavelength_nm,irradiance,irradiance_uncertainty
300.0,0.00192202003606793,2.883030054101895e-05
305.0,0.002368000926251366,3.5520013893770485e-05
310.0,0.002894065040451257,4.341097560676885e-05
315.0,0.0035100461995460686,5.265069299319103e-05
320.0,0.004226295948113315,6.339443922169972e-05
325.0,0.005053630926558505,7.580446389837758e-05
330.0,0.006003273261414276,9.004909892121413e-05
335.0,0.007086784877245074,0.0001063017731586761
340.0,0.008315996713488,0.00012473995070232
345.0,0.009702933882313107,0.0001455440082346966
350.0,0.011259737830414366,0.00016889606745621548
355.0,0.012998586570390358,0.00019497879855585537
360.0,0.014931614028375749,0.00022397421042563622
365.0,0.017070829516494312,0.0002560624427474147
370.0,0.019428038284374328,0.0002914205742656149
375.0,0.022014764036312338,0.0003302214605446851
380.0,0.02484217422258435,0.0003726326133387652
385.0,0.02792100882766177,0.0004188151324149265
390.0,0.03126151328728737,0.0004689226993093106
395.0,0.03487337607289424,0.0005231006410934136
400.0,0.03876567138782237,0.0005814850708173356
405.0,0.042946807327059376,0.0006442021099058907
410.0,0.04742447976238808,0.0007113671964358212
415.0,0.05220563212915199,0.0007830844819372798
420.0,0.05729642121040199,0.0008594463181560298
425.0,0.06270218893974529,0.0009405328340961793
430.0,0.06842744017634829,0.0010264116026452244
435.0,0.07447582634460496,0.0011171373951690744
440.0,0.08085013477714913,0.0012127520216572369
445.0,0.08755228355318295,0.0013132842532977442
450.0,0.09458332158440398,0.0014187498237660597
455.0,0.10194343366791482,0.0015291515050187222
460.0,0.10963195019908963,0.0016444792529863442
465.0,0.11764736121706364,0.0017647104182559545
470.0,0.12598733444088653,0.0018898100166132978
475.0,0.13464873694497362,0.0020197310541746043
480.0,0.14362766011781108,0.002154414901767166
485.0,0.1529194475474482,0.002293791713211723
490.0,0.16251872548063814,0.002437780882209572
495.0,0.17241943550908861,0.0025862915326363293
500.0,0.18261486914571862,0.002739223037185779
505.0,0.19309770396560638,0.0028964655594840957
510.0,0.20386004100008903,0.0030579006150013356
515.0,0.21489344308780525,0.0032234016463170787
520.0,0.22618897390303744,0.0033928346085455616
525.0,0.23773723739918565,0.0035660585609877844
530.0,0.24952841742325355,0.003742926261348803
535.0,0.2615523172756691,0.003923284759135036
540.0,0.27379839900826736,0.00410697598512401
545.0,0.2862558222717357,0.004293837334076035
550.0,0.29891348254198274,0.004483702238129741
555.0,0.311760048572687,0.004676400728590305
560.0,0.32478399893851445,0.004871759984077717
565.0,0.3379736575501148,0.005069604863251722
570.0,0.3513172280378931,0.005269758420568396
575.0,0.36480282691666766,0.005472042403750014
580.0,0.3784185154576295,0.005676277731864443
585.0,0.3921523302074316,0.005882284953111474
590.0,0.4059923121068132,0.006089884681602198
595.0,0.41992653417281733,0.0062988980125922595
600.0,0.43394312771946897,0.006509146915792035
605.0,0.44803030710167985,0.006720454606525197
610.0,0.46217639297623064,0.0069326458946434594
615.0,0.4763698340818951,0.007145547511228426
620.0,0.490599227548221,0.007358988413223314
625.0,0.5048533377491304,0.007572800066236956
630.0,0.5191211137234223,0.007786816705851334
635.0,0.5333917051895094,0.008000875577842641
